"id","bucket","bugeco_linked","bugeco_ids","sighting_hw_bug","hw_bug_sighting_id","sighting_component","sighting_defect_history","all_sighting_conclusions","priority","status","status_reason","codename","title","hsd_link"
"16024409170","B_product_change_no_bugeco","no","","yes","16025627513","hw.mdf","known","16025627513=hw.bug","p2-high","complete","complete.product_changed","GNR","[KVL GNRD RP][Cluster] System reporting MCA error and not reachable while running sandstone - SBO_BL_DATA_PAR_ERR - IO/Compute","https://hsdes.intel.com/appstore/article/#/16024409170"
"22012724143","B_product_change_no_bugeco","no","","yes","14014426996","hw.upi","known","14014426996=hw.bug","p2-high","complete","complete.product_changed","SPR","[Cluster][EGS SPR B0][C2] MCA_PKGS_UNIT_TYPE_SCFUBOX_TIMEOUT running ive-stressng-memory - sandstone memcpy","https://hsdes.intel.com/appstore/article/#/22012724143"
"22014056631","B_product_change_no_bugeco","no","","yes","14015246479","hw.big_core","new","14015246479=hw.bug","p1-showstopper","complete","complete.product_changed","SPR","Mixer core 3-strike with sandstone tsx x bit_test, and DFV","https://hsdes.intel.com/appstore/article/#/22014056631"
"22015416586","B_product_change_no_bugeco","no","","yes","14017130518","hw.mesh","known","14017130518=hw.bug","p4-low","complete","complete.product_changed","SPR","[Cluster][GDC SPR E3][RPP] UC LL Detected Control Error from M3UPI Socket 1 MCE 5 during povray/burnin-cold/warm","https://hsdes.intel.com/appstore/article/#/22015416586"
"14014090722","B_product_change_no_bugeco","no","","no","","","","14014133338=no_root_cause.rejected","p2-high","complete","complete.product_changed","SPR","[Cluster][EGS SPR C2] PM MCA_IOSFSB_PMREQ_CMP_TIMEOUT + CHA TOR TO found during burnin-sandstone-rf-warm content","https://hsdes.intel.com/appstore/article/#/14014090722"
"14014278294","B_product_change_no_bugeco","no","","no","","","","14014299198=env.bug","p1-showstopper","complete","complete.product_changed","SPR","[EGS SPR-D0][Cluster][RPP] CHA parity (AK_BL_UQID_PTY_ERROR) + UBOX STOP1A errors while running Sandstone chaos","https://hsdes.intel.com/appstore/article/#/14014278294"
"14014504547","B_product_change_no_bugeco","no","","no","","","","14014548497=fw.bug","p2-high","complete","complete.product_changed","SPR","[EGS][Cluster][SPR][C2] MCA_PMSB_TIMEOUT while running Sandstone","https://hsdes.intel.com/appstore/article/#/14014504547"
"14014839138","B_product_change_no_bugeco","no","","no","","","","14014939964=no_root_cause.rejected","p3-medium","complete","complete.product_changed","SPR","[Cluster][EGS SPR SF][D0] MCA_DISPATCHER_RUN_BUSY_TIMEOUT Ack missing from single core in C0 Sandstone / Warm Reset","https://hsdes.intel.com/appstore/article/#/14014839138"
"14015110021","B_product_change_no_bugeco","no","","no","","","","","p4-low","complete","complete.product_changed","SPR","[EGS SPR-D0][RPP] 3Strike error running Sandstone - r13s04/r01s10","https://hsdes.intel.com/appstore/article/#/14015110021"
"14015266727","B_product_change_no_bugeco","no","","no","","","","14015334707=no_root_cause.rejected","p3-medium","complete","complete.product_changed","SPR","[Cluster][OPUS SPR D0][Multiple Nodes] Watchdog Timer (3-strike timeout) during Sandstone-chaos in TSX test","https://hsdes.intel.com/appstore/article/#/14015266727"
"14015357362","B_product_change_no_bugeco","no","","no","","","","22014084431=no_root_cause.rejected","p3-medium","complete","complete.product_changed","SPR","[Cluster][GDC SPR D0-E0] DISPATCHER_RUN_BUSY_TIMEOUT during sandstone release - cold reset 0x41","https://hsdes.intel.com/appstore/article/#/14015357362"
"14015703844","B_product_change_no_bugeco","no","","no","","","","14015724435=no_root_cause.rejected","p2-high","complete","complete.product_changed","SPR","[Cluster][GDC SPR D0/E0] MCA_DISPATCHER_RUN_BUSY_TIMEOUT - Sandstone","https://hsdes.intel.com/appstore/article/#/14015703844"
"14015797263","B_product_change_no_bugeco","no","","no","","","","14015926573=hw.tuning","p4-low","complete","complete.product_changed","SPR","[Cluster][OPUS SPR E0][RPP] IFU DSB Data parity error Socket 0 Core 8","https://hsdes.intel.com/appstore/article/#/14015797263"
"14015961568","B_product_change_no_bugeco","no","","no","","","","14015988419=fw.patch.bug","p4-low","complete","complete.product_changed","SPR","[Cluster][GDC SPR E0][RPP][Mca] IFU PRF parity error socket0.cpu.core13 during sandstone","https://hsdes.intel.com/appstore/article/#/14015961568"
"14017887131","B_product_change_no_bugeco","no","","no","","","","14017894308=no_root_cause.rejected","p2-high","complete","complete.product_changed","EMR","[Cluster][GDC EMR-A0] Core 3-strike while running Sandstone-ifs","https://hsdes.intel.com/appstore/article/#/14017887131"
"14018614514","B_product_change_no_bugeco","no","","no","","","","14018643030=fw.bug","p1-showstopper","complete","complete.product_changed","GNR","[Cluster][GNR A1 PO][X1] ml2_cr_mc3_status = 0xb20000000000040e Error type 6 failed in OS IDLE / Running Sandstone","https://hsdes.intel.com/appstore/article/#/14018614514"
"14018729146","B_product_change_no_bugeco","no","","no","","","","14018772684=fw.arch","p2-high","complete","complete.product_changed","GNR","[Cluster][GNR A1 PO][X1] IOSF error BUS 0x8a DEV 0x0 FUNC 0x2","https://hsdes.intel.com/appstore/article/#/14018729146"
"14019168990","B_product_change_no_bugeco","no","","no","","","","14019183733=fw.bug","p2-high","complete","complete.product_changed","GNR","[Cluster][GNR AP-SP A1-A2][2S/4S][MASTER] Core 3strike error while running sandstone 140 reg_conflicts_fp16_div_nans","https://hsdes.intel.com/appstore/article/#/14019168990"
"14019309763","B_product_change_no_bugeco","no","","no","","","","14020079014=env.bug","p4-low","complete","complete.product_changed","EMR","[Cluster][FLEX EMR A0][RPP][Mca] McBankErrorHandler Skt 0x1 McBank 0xA class CORRECTED during burnin sandstone rf warm","https://hsdes.intel.com/appstore/article/#/14019309763"
"14019324090","B_product_change_no_bugeco","no","","no","","","","14019781314=fw.bug","p2-high","complete","complete.product_changed","SRF","[SRF A0][RAS][VIS-1] Page fault observed & CPUs MCE rendezvouz timeout while exercising MCA Recovery flow","https://hsdes.intel.com/appstore/article/#/14019324090"
"14021017169","B_product_change_no_bugeco","no","","no","","","","","p4-low","complete","complete.product_changed","GNR","[Cluster][FLEX GNR AP A2][X3][ES2][MASTER][ACode] Acode fatal ERROR_IOSF_BRIDGE_RUN_BUSY_TIMEOUT_E 0xa20000000000040e during several tests","https://hsdes.intel.com/appstore/article/#/14021017169"
"14021313669","B_product_change_no_bugeco","no","","no","","","","","p2-high","complete","complete.product_changed","GNR","[Cluster][FLEX GNR_AP A2][Master] PUNIT WATCHDOG error_domain Q-channel after a warm reset during sandstone-rf-warm","https://hsdes.intel.com/appstore/article/#/14021313669"
"14022041133","B_product_change_no_bugeco","no","","no","","","","14022253920=hw.process_defect","p4-low","complete","complete.product_changed","SRF","[Cluster][FLEX SRF_AP C0][SFT][RPP] FRC error McBank 0x0 MC status 0xB200000004100004 class FATAL socket 0 during sandstone-rf-cold","https://hsdes.intel.com/appstore/article/#/14022041133"
"14022065692","B_product_change_no_bugeco","no","","no","","","","14022254044=hw.process_defect","p4-low","complete","complete.product_changed","SRF","[Cluster][FLEX SRF-AP C00][RPP] Machine Check Bank 0 FRC error Skt1 MC status 0xB200000004100004 class FATAL during sandstone-rf-cold","https://hsdes.intel.com/appstore/article/#/14022065692"
"14022090207","B_product_change_no_bugeco","no","","no","","","","22019902393=fw.bug","p3-medium","complete","complete.product_changed","GNR","[Cluster][FLEX GNR AP A2][MASTER][OSPL] (0x620 -> 0x630/0x640) hang with Bank4 during cold/warm reset - Flavor 1&2","https://hsdes.intel.com/appstore/article/#/14022090207"
"14022203455","B_product_change_no_bugeco","no","","no","","","","14022473340=no_root_cause.rejected","p4-low","complete","complete.product_changed","GNR","[Cluster][FLEX GNR_AP B0][RPP] IFU ERROR ifu_cr_mc0_status = 0xb200000000160005 during SandstoneCold/TSL","https://hsdes.intel.com/appstore/article/#/14022203455"
"14022326098","B_product_change_no_bugeco","no","","no","","","","14023747160=no_root_cause.rejected","p4-low","complete","complete.product_changed","GNR","[Pre-Cluster][BHS][GNR][B0][RPP] MCA BANK 0x4 (Ubox) ba00000000000e0b","https://hsdes.intel.com/appstore/article/#/14022326098"
"14023442304","B_product_change_no_bugeco","no","","no","","","","","p3-medium","complete","complete.product_changed","GNR","[Cluster][FLEX GNR AP A2][MASTER][OSPL] (0x620 -> 0x630/0x640) hang with Bank4 during cold/warm reset - Flavor 3","https://hsdes.intel.com/appstore/article/#/14023442304"
"15014273364","B_product_change_no_bugeco","no","","no","","","","16022000061=no_root_cause.rejected","p2-high","complete","complete.product_changed","SRF","[Cluster][FLEX SRF SP A0/B0][2S][Master] Node hang MCA from PUNIT ERROR (mcacod:0x402 Pcode Error)(mscod:0x1f00 MCA_TELE_INIT_FAIL)","https://hsdes.intel.com/appstore/article/#/15014273364"
"15015875818","B_product_change_no_bugeco","no","","no","","","","16024194295=hw.process_defect","p4-low","complete","complete.product_changed","SRF","[Cluster][FLEX SRF SP C0][RPP] Node hang MCA from BUS (mcacod:0x4 FRC Error) during sandstone-rf-warm-kthzs","https://hsdes.intel.com/appstore/article/#/15015875818"
"15016230868","B_product_change_no_bugeco","no","","no","","","","16024555549=no_root_cause.rejected","p3-medium","complete","complete.product_changed","SRF","[Cluster][FLEX SRF C0][2S][RPP][Master] Node hang MCA from BUS ERROR (mcacod:0x4 FRC Error) during sandstone-rf-warm","https://hsdes.intel.com/appstore/article/#/15016230868"
"16015535552","B_product_change_no_bugeco","no","","no","","","","22014440283=no_root_cause.rejected","p2-high","complete","complete.product_changed","SPR","EGS SPR-E0 [RP][HSIO] SUT crash and reset with UPI Phy Drift UC","https://hsdes.intel.com/appstore/article/#/16015535552"
"16021155128","B_product_change_no_bugeco","no","","no","","","","15014174837=no_root_cause.rejected","p3-medium","complete","complete.product_changed","GNR","[GNR A1 VV2][X3][HSIO][PCIe][Xprod] Xprod stress tests failing with SUT soft lockup (IFU parity error on specific part)","https://hsdes.intel.com/appstore/article/#/16021155128"
"16025306225","B_product_change_no_bugeco","no","","no","","","","","p3-medium","complete","complete.product_changed","GNR","[KVL GNRD RP][Cluster] System staying in off state with 0.3 post code while running reset with stress","https://hsdes.intel.com/appstore/article/#/16025306225"
"22012280099","B_product_change_no_bugeco","no","","no","","","","","p2-high","complete","complete.product_changed","ICX","[ICX][Whitley][Cluster][SMC][Ultra][Sandstone - 1st_run] CATERR reported in node r01s01","https://hsdes.intel.com/appstore/article/#/22012280099"
"22012774304","B_product_change_no_bugeco","no","","no","","","","","p2-high","complete","complete.product_changed","SPR","[Cluster][EGS SPR C1] Signature CORE_WB_MISS_LLC during sandstone-release-tgrb4 content","https://hsdes.intel.com/appstore/article/#/22012774304"
"22013149777","B_product_change_no_bugeco","no","","no","","","","14014072017=no_root_cause.rejected","p3-medium","complete","complete.product_changed","SPR","[QualityTF][SPR XCC C2] Core 3 strike, CHA TOR_TIMEOUT and s3m_unit_s3m_error when Stressapptest + Sandstone mixed with fast warm reset cycles","https://hsdes.intel.com/appstore/article/#/22013149777"
"14011352071","C_needs_review","no","","yes","14011358274","hw.big_core","new","14011358274=hw.bug","p1-showstopper","complete","complete","ICX","ICX segfault with sandstone content","https://hsdes.intel.com/appstore/article/#/14011352071"
"14011439924","C_needs_review","no","","yes","14011358274","hw.big_core","new","14011358274=hw.bug","p2-high","complete","complete","ICX","[ICX][Whitley][Cluster][memcpy] Multiple systems failing Sandstone Combo Tests - memcpy tests as main failure signature","https://hsdes.intel.com/appstore/article/#/14011439924"
"14012462331","C_needs_review","no","","yes","22011223740","hw.configrom","new","22011223740=hw.bug","p2-high","complete","complete","SPR","[SPR][Cluster] CORE_WB_MISS_LLC while running Sandstone-46","https://hsdes.intel.com/appstore/article/#/14012462331"
"14013775827","C_needs_review","no","","yes","22012523370","hw.big_core","known","22012523370=hw.bug","p2-high","complete","complete.workaround","SPR","[Cluster][EGS SPR B0] spurious DTLB parity machine check","https://hsdes.intel.com/appstore/article/#/14013775827"
"15019342741","C_needs_review","no","","yes","22022400542","hw.big_core","known","22022400542=hw.bug","p3-medium","open","open.transferred","DMR","[AtScale-Cluster][DMR][AP][ES1][RPP] L1 Instruction-Fetch MCE errors during sandstone branch_tree_icache_focused on jf11x1703as0110","https://hsdes.intel.com/appstore/article/#/15019342741"
"15019357856","C_needs_review","no","","yes","22022450926","hw.big_core","known","22022450926=hw.bug","p3-medium","open","open.transferred","DMR","[AtScale-Cluster][DMR][AP][ES1][RPP] L1 Instruction-Fetch MCE errors during sandstone branch_tree_icache_focused on jf11x1703bs1107","https://hsdes.intel.com/appstore/article/#/15019357856"
"15019358385","C_needs_review","no","","yes","22022450920","hw.big_core","known","22022450920=hw.bug","p3-medium","open","open.transferred","DMR","[AtScale-Cluster][DMR][AP][ES1][RPP] L1 Instruction-Fetch MCE errors during sandstone branch_tree_icache_focused on jf53nor09bs0301","https://hsdes.intel.com/appstore/article/#/15019358385"
"15019382716","C_needs_review","no","","yes","22022484440","hw.big_core","known","22022484440=hw.bug","p3-medium","open","open.transferred","DMR","[AtScale-Cluster][DMR][AP][ES1][RPP][cs16ca101hs0405] L1 Instruction-Fetch MCE errors during sandstone branch_tree_icache_focused seed","https://hsdes.intel.com/appstore/article/#/15019382716"
"15019383400","C_needs_review","no","","yes","22022483185","hw.big_core","known","22022483185=hw.bug","p3-medium","open","open.transferred","DMR","[AtScale-Cluster][DMR][AP][ES1][RPP] L1 Instruction-Fetch MCE errors during sandstone branch_tree_icache_focused seed in PAIV-Mixer_random_workload","https://hsdes.intel.com/appstore/article/#/15019383400"
"1707238410","C_needs_review","no","","yes","22010919712","hw.big_core","new","22010919712=hw.bug","p2-high","complete","complete","ICX","[ICX-C0-XCC][Cluster][QOT-CAS] Mixer run with imunch results in uncorrectable error with only Core-0 in Hung State","https://hsdes.intel.com/appstore/article/#/1707238410"
"22011493992","C_needs_review","no","","yes","14013019466","hw.big_core","known","14013019466=hw.bug","p2-high","complete","complete","SPR","[Cluster][EGS SPR A2/B0][Sandstone Combo] Error found in ieh1.lerruncsts2 (PCIEGen4_RPA_DMI.PI5.0)","https://hsdes.intel.com/appstore/article/#/22011493992"
"22019405820","C_needs_review","no","","yes","14021492397","hw.uncore","new","14021492397=hw.bug; 16023211377=hw.bug","p1-showstopper","complete","complete.workaround","GNR","[GNR AP B0 PO][Stability] Acode MCA_HAL_IOSF_BRIDGE_RUN_BUSY_TIMEOUT_E and Punit MCA_DISP_RUN_BUSY_TIMEOUT (GPSB hardhang) during G3 cycling or sandstone","https://hsdes.intel.com/appstore/article/#/22019405820"
"14011350553","C_needs_review","no","","no","","","","22010667653=hw.process_defect","p2-high","complete","complete","ICX","[ICX][mulx64][Cluster] node r18s16 failed mulx64 sandstone","https://hsdes.intel.com/appstore/article/#/14011350553"
"14012180314","C_needs_review","no","","no","","","","","p2-high","complete","complete","ICX","[ICX][Whitley][Cluster][XCC C0] Master for zstd_aaa and libmvec timed out during WW31 weekend execution while running virt mode","https://hsdes.intel.com/appstore/article/#/14012180314"
"14012394711","C_needs_review","no","","no","","","","","p2-high","complete","complete","SPR","[Cluster][SPR XCC A1][pre-alpha] AVX512CD conflict_detection found during sandstone execution","https://hsdes.intel.com/appstore/article/#/14012394711"
"14016590406","C_needs_review","no","","no","","","","","p4-low","complete","complete","SPR","[Cluster][FLEX SPR-HBM A1][Multiple nodes] Dbl_iErr + 3Strike + UC Phy Detected Drift Buffer Alarm while running TSL/Sandstone","https://hsdes.intel.com/appstore/article/#/14016590406"
"14019696451","C_needs_review","no","","no","","","","14020230962=no_root_cause.rejected","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_SP A2][RPP] McBank 0x1 class FATAL and class CORRECTED during Sandstone (Sandstone-Combo)","https://hsdes.intel.com/appstore/article/#/14019696451"
"14019778377","C_needs_review","no","","no","","","","14019946130=no_root_cause.rejected","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_SP A2][RPP] Machine Check Bank 1 DCU error 0xbd80000000100134 during sandstone","https://hsdes.intel.com/appstore/article/#/14019778377"
"14019781095","C_needs_review","no","","no","","","","14019945638=no_root_cause.rejected","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR-AP_X3-A2][RPP] McBank 0x9 class CORRECTED during gnr-tsl and Sandstone","https://hsdes.intel.com/appstore/article/#/14019781095"
"14019781388","C_needs_review","no","","no","","","","14020230869=no_root_cause.rejected","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR-AP_X3-ES1 SFT][RPP] McBank 0x1 Fatal 0xBF80000001000174 during sandstone-combo-mode-v0.141","https://hsdes.intel.com/appstore/article/#/14019781388"
"14019907854","C_needs_review","no","","no","","","","14020300791=no_root_cause.rejected","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR-AP_X3-ES1][RPP] Machine Check Exception Bank 1 0xBF80000001000174 During Sandstone Chaos","https://hsdes.intel.com/appstore/article/#/14019907854"
"14020047034","C_needs_review","no","","no","","","","14020288052=no_root_cause.rejected","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR-AP_X3-ES1][RPP] Bank 0x3 class CORRECTED during TSL","https://hsdes.intel.com/appstore/article/#/14020047034"
"14020049913","C_needs_review","no","","no","","","","14020300521=no_root_cause.rejected","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR AP A2][ES1 X3][RPP] Core_3_DCU Machine Check Exception Bank 1 bf80000001000174 during sandstone-chaos","https://hsdes.intel.com/appstore/article/#/14020049913"
"14021318062","C_needs_review","no","","no","","","","14021963659=no_root_cause.rejected","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_SP A2][RPP] S0 C2 T0 McBank 0x0 class CORRECTED during multiple Burnin tests - Sandstone","https://hsdes.intel.com/appstore/article/#/14021318062"
"14021676196","C_needs_review","no","","no","","","","22019842142=no_root_cause.rejected","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_SP A2][RPP] Machine Check Bank 9 Last Level Cache Corrected Error during Sandstone","https://hsdes.intel.com/appstore/article/#/14021676196"
"14021713768","C_needs_review","no","","no","","","","14022357127=no_root_cause.rejected","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_SP A2][RPP] S0 C89 McBank 0x0 class CORRECTED during sandstone-rf-cold","https://hsdes.intel.com/appstore/article/#/14021713768"
"14021716302","C_needs_review","no","","no","","","","14021963578=no_root_cause.rejected","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_AP A2][RPP] Loop McBank 0x9 class CORRECTED, Offlining CPU 0 due to cache error threshold during sandstone-rf-cold","https://hsdes.intel.com/appstore/article/#/14021716302"
"14021733809","C_needs_review","no","","no","","","","14021962914=no_root_cause.rejected","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_AP A2][RPP] Machine Check Bank 9 Last Level Cache Corrected Error during Sandstone","https://hsdes.intel.com/appstore/article/#/14021733809"
"14021749724","C_needs_review","no","","no","","","","16023500602=hw.process_defect","p4-low","complete","complete.workaround","SRF","[Cluster][FLEX SRF_SP C0][RPP] Bank 0x1 correctable error seen during sandstone-rf-cold, QDF-Q4WS","https://hsdes.intel.com/appstore/article/#/14021749724"
"14021803069","C_needs_review","no","","no","","","","14021963445=no_root_cause.rejected","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_AP A2][RPP] Machine Check Bank 9 Last Level Cache Corrected Error during Sandstone","https://hsdes.intel.com/appstore/article/#/14021803069"
"14021816693","C_needs_review","no","","no","","","","22019842029=hw.process_defect","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR AP A2][X3][ES2][RPP] Bank 0 ifu_cr_mc0_status = 0xb200000000060005 during sandstone-rf-cold - TSL","https://hsdes.intel.com/appstore/article/#/14021816693"
"14021910077","C_needs_review","no","","no","","","","22019842095=no_root_cause.rejected","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_AP A2][RPP] Machine Check Bank 9 Last Level Cache Corrected Error during Sandstone","https://hsdes.intel.com/appstore/article/#/14021910077"
"14022136699","C_needs_review","no","","no","","","","","p4-low","open","open.transferred","SRF","[Cluster][FLEX SRF_AP C0][RPP] Machine Check Bank 1 MLC class CORRECTED during sandstonecold","https://hsdes.intel.com/appstore/article/#/14022136699"
"14022166040","C_needs_review","no","","no","","","","14022654893=no_root_cause.rejected","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR AP B1][X3][SFT][RPP] Machine Check Bank 3 MLC Corrected Error Core 77 during Sandstone","https://hsdes.intel.com/appstore/article/#/14022166040"
"14022203993","C_needs_review","no","","no","","","","14022654832=no_root_cause.rejected","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_AP A2][RPP] Machine Check Bank 0 IFU 0xB200000000030005 during TSL / Sandstone Cold","https://hsdes.intel.com/appstore/article/#/14022203993"
"14022317165","C_needs_review","no","","no","","","","22020207681=no_root_cause.rejected","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_SP B0][RPP] S1 C64 McBank 0x0 class CORRECTED sandstone-rf-warm (sandstone stress)","https://hsdes.intel.com/appstore/article/#/14022317165"
"14022478434","C_needs_review","no","","no","","","","14022993275=no_root_cause.rejected","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_AP B0][RPP] Mc_Bank 9 and McBank 0x1 status 0xBD80000000100134 in IDLE and Sandstone tests","https://hsdes.intel.com/appstore/article/#/14022478434"
"14022557380","C_needs_review","no","","no","","","","14022778671=no_root_cause.rejected","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_AP B0][RPP] Machine Check Bank 1 DCU - 3X during sandstone-rf-cold","https://hsdes.intel.com/appstore/article/#/14022557380"
"14022568396","C_needs_review","no","","no","","","","14022993410=hw.process_defect","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_AP B0][RPP] S0 C23 McBank 0x3 class CORRECTED during sandstone-rf-cold stress","https://hsdes.intel.com/appstore/article/#/14022568396"
"14022609688","C_needs_review","no","","no","","","","14022992468=no_root_cause.rejected","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_AP B0][RPP] S0 C121 T1 DSB_DATA_PARITY during sandstone-rf-warm","https://hsdes.intel.com/appstore/article/#/14022609688"
"14022622041","C_needs_review","no","","no","","","","14022992653=no_root_cause.rejected","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_AP B0][RPP] IFU ERROR ifu_cr_mc0_status = 0xb200004000000005 during sandstone-rf-warm / TSL","https://hsdes.intel.com/appstore/article/#/14022622041"
"14022647725","C_needs_review","no","","no","","","","14023245910=hw.process_defect","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_SP B0][RPP] Kernel Panic IFU ifu_cr_mc0_status = 0xb200000000030005 during sandstone-rf-cold","https://hsdes.intel.com/appstore/article/#/14022647725"
